# x	AxA	BxB	3Ax4B	4Ax3B
-4.380799999999177089e+03 9.999999988183516653e-01 1.000000069560418980e+00 9.999999752744831438e-01 1.000000044298709589e+00
-4.379199999999176725e+03 1.000000008791992689e+00 1.000000112095215998e+00 9.999999597881881197e-01 1.000000017432391530e+00
-4.377599999999176362e+03 1.000000019962355546e+00 1.000000147987399002e+00 9.999999108725594610e-01 9.999999884980272924e-01
-4.375999999999175998e+03 1.000000041347542501e+00 1.000000163070738246e+00 9.999998636438591770e-01 9.999999756479897028e-01
-4.374399999999175634e+03 1.000000075370603092e+00 1.000000165098450466e+00 9.999998757168886421e-01 9.999999859211760045e-01
-4.372799999999175270e+03 1.000000091164765736e+00 1.000000167891624603e+00 9.999999642715480253e-01 1.000000019923026118e+00
-4.371199999999174906e+03 1.000000072501709081e+00 1.000000171892142964e+00 1.000000088329191961e+00 1.000000047533089687e+00
-4.369599999999174543e+03 1.000000043833277230e+00 1.000000157165797265e+00 1.000000184310527507e+00 1.000000044220399786e+00
-4.367999999999174179e+03 1.000000026539377140e+00 1.000000125628805359e+00 1.000000213515582326e+00 1.000000016364720690e+00
-4.366399999999173815e+03 1.000000024272176269e+00 1.000000104250829969e+00 1.000000178096104531e+00 9.999999812679498667e-01
-4.364799999999173451e+03 1.000000030572657295e+00 1.000000110488314498e+00 1.000000104131040235e+00 9.999999565280780489e-01
-4.363199999999173087e+03 1.000000037708976608e+00 1.000000130320310543e+00 1.000000024403064014e+00 9.999999586392531725e-01
-4.361599999999172724e+03 1.000000038314381667e+00 1.000000145551083630e+00 9.999999744431892212e-01 9.999999912028562088e-01
-4.359999999999172360e+03 1.000000026535240671e+00 1.000000142609736464e+00 9.999999685590927889e-01 1.000000022360888030e+00
-4.358399999999171996e+03 9.999999989341070705e-01 1.000000126526192856e+00 9.999999846033772455e-01 1.000000043261326965e+00
-4.356799999999171632e+03 9.999999429531533091e-01 1.000000104459033201e+00 1.000000004020175748e+00 1.000000050532254159e+00
-4.355199999999171268e+03 9.999999152673357816e-01 1.000000091065035068e+00 1.000000004838794032e+00 1.000000049147567349e+00
-4.353599999999170905e+03 9.999999183054056884e-01 1.000000079666077291e+00 9.999999878034799838e-01 1.000000039000339180e+00
-4.351999999999170541e+03 9.999999203117875268e-01 1.000000064151665535e+00 9.999999654565654428e-01 1.000000030317583333e+00
-4.350399999999170177e+03 9.999998853296111490e-01 1.000000053694964697e+00 9.999999415345486309e-01 1.000000029366434173e+00
-4.348799999999169813e+03 9.999998424938234542e-01 1.000000056192711151e+00 9.999999280985417682e-01 1.000000011247126563e+00
-4.347199999999169449e+03 9.999998008441273178e-01 1.000000071280283231e+00 9.999999311435000537e-01 9.999999756968217524e-01
-4.345599999999169086e+03 9.999997609010289334e-01 1.000000080874584807e+00 9.999999401571094682e-01 9.999999465860907044e-01
-4.343999999999168722e+03 9.999997539048051109e-01 1.000000090386623297e+00 9.999999422126931714e-01 9.999999444994172038e-01
-4.342399999999168358e+03 9.999997765417154572e-01 1.000000098322835429e+00 9.999999440301805542e-01 9.999999544646324123e-01
-4.340799999999167994e+03 9.999998384936489293e-01 1.000000088736534121e+00 9.999999472387379740e-01 9.999999534118165778e-01
-4.339199999999167630e+03 9.999999309303458928e-01 1.000000067504747348e+00 9.999999371033024831e-01 9.999999587786734256e-01
-4.337599999999167267e+03 1.000000004301094148e+00 1.000000053362041896e+00 9.999999067229956573e-01 9.999999675146941103e-01
-4.335999999999166903e+03 1.000000015147412658e+00 1.000000070894048632e+00 9.999998768465485632e-01 9.999999781231233564e-01
-4.334399999999166539e+03 9.999999860396019402e-01 1.000000117767007257e+00 9.999998645920737950e-01 9.999999720757284383e-01
-4.332799999999166175e+03 9.999999720532178893e-01 1.000000162309468532e+00 9.999998854173088869e-01 9.999999440954758789e-01
-4.331199999999165811e+03 9.999999775328417551e-01 1.000000173828907934e+00 9.999999338889141720e-01 9.999999188580444009e-01
-4.329599999999165448e+03 9.999999985262216784e-01 1.000000142580634854e+00 9.999999931927572305e-01 9.999999015389436918e-01
-4.327999999999165084e+03 1.000000027007987180e+00 1.000000095176461823e+00 1.000000038546482228e+00 9.999998969113024216e-01
-4.326399999999164720e+03 1.000000043382989645e+00 1.000000049150910009e+00 1.000000062972401960e+00 9.999998897076552984e-01
-4.324799999999164356e+03 1.000000035308266089e+00 1.000000012145604300e+00 1.000000079413474463e+00 9.999998924421880098e-01
-4.323199999999163992e+03 1.000000003827566930e+00 9.999999856405916709e-01 1.000000088264040743e+00 9.999999113395624528e-01
-4.321599999999163629e+03 9.999999692296565046e-01 9.999999551300976508e-01 1.000000086672956590e+00 9.999999428650649946e-01
-4.319999999999163265e+03 9.999999318448078434e-01 9.999999234022721728e-01 1.000000068295262556e+00 9.999999757210865647e-01
-4.318399999999162901e+03 9.999999202578968571e-01 9.999998995966191684e-01 1.000000036333261066e+00 9.999999896933664534e-01
-4.316799999999162537e+03 9.999999133206819435e-01 9.999998982612050558e-01 9.999999996513537770e-01 9.999999869487516957e-01
-4.315199999999162173e+03 9.999999040051263943e-01 9.999999074154442003e-01 9.999999815093110200e-01 9.999999693905816667e-01
-4.313599999999161810e+03 9.999999002973449791e-01 9.999999111494962678e-01 9.999999833087349632e-01 9.999999686710934199e-01
-4.311999999999161446e+03 9.999999245081779842e-01 9.999999153396657015e-01 9.999999923471751817e-01 9.999999860924546624e-01
-4.310399999999161082e+03 9.999999631105014331e-01 9.999999343278779262e-01 9.999999932847424278e-01 1.000000023161526252e+00
-4.308799999999160718e+03 1.000000014456210007e+00 9.999999694777381709e-01 9.999999826582691709e-01 1.000000062759826225e+00
-4.307199999999160354e+03 1.000000099763560080e+00 1.000000012294218976e+00 9.999999859714843176e-01 1.000000090717601431e+00
-4.305599999999159991e+03 1.000000186744347097e+00 1.000000030302531373e+00 1.000000021349205293e+00 1.000000095466687444e+00
-4.303999999999159627e+03 1.000000236453457925e+00 1.000000016021852067e+00 1.000000084642511000e+00 1.000000073431031922e+00
-4.302399999999159263e+03 1.000000226791202040e+00 9.999999905532823696e-01 1.000000136633225623e+00 1.000000031046172522e+00
-4.300799999999158899e+03 1.000000189023007691e+00 9.999999691486376463e-01 1.000000159129354804e+00 9.999999599707838360e-01
-4.299199999999158536e+03 1.000000157897361186e+00 9.999999596734775453e-01 1.000000144124421286e+00 9.999998859790157901e-01
-4.297599999999158172e+03 1.000000133642192424e+00 9.999999472491940544e-01 1.000000109557075190e+00 9.999998345254441645e-01
-4.295999999999157808e+03 1.000000119782719077e+00 9.999999449420073905e-01 1.000000066024860468e+00 9.999997966472152777e-01
-4.294399999999157444e+03 1.000000105069639211e+00 9.999999594193740293e-01 1.000000022292579782e+00 9.999997597023869700e-01
-4.292799999999157080e+03 1.000000079374455231e+00 9.999999632974533315e-01 9.999999810463440220e-01 9.999997143555009460e-01
-4.291199999999156717e+03 1.000000039786579364e+00 9.999999508794832348e-01 9.999999544482389702e-01 9.999996795601384658e-01
-4.289599999999156353e+03 9.999999922979373457e-01 9.999999230330829381e-01 9.999999607662521939e-01 9.999996665318250377e-01
-4.287999999999155989e+03 9.999999345232497561e-01 9.999999055799638770e-01 9.999999887229149564e-01 9.999996891991335124e-01
-4.286399999999155625e+03 9.999998814536232850e-01 9.999999086059291331e-01 1.000000013002717125e+00 9.999997342752303675e-01
-4.284799999999155261e+03 9.999998734766202269e-01 9.999999246900603822e-01 1.000000027354191134e+00 9.999997692096609381e-01
-4.283199999999154898e+03 9.999998958692837281e-01 9.999999575556004494e-01 1.000000035881653870e+00 9.999998038927361277e-01
-4.281599999999154534e+03 9.999999141355948584e-01 9.999999843361168095e-01 1.000000048554836596e+00 9.999998376197233307e-01
-4.279999999999154170e+03 9.999999033672518634e-01 9.999999901533215274e-01 1.000000062615774787e+00 9.999998887017842453e-01
-4.278399999999153806e+03 9.999998789320961867e-01 9.999999772139092080e-01 1.000000085195956956e+00 9.999999367604284206e-01
-4.276799999999153442e+03 9.999998765165720727e-01 9.999999603363828315e-01 1.000000107045852626e+00 9.999999780435321339e-01
-4.275199999999153079e+03 9.999998971860289965e-01 9.999999518225104467e-01 1.000000107064334065e+00 1.000000006656559304e+00
-4.273599999999152715e+03 9.999999312509861848e-01 9.999999480597097090e-01 1.000000092107515615e+00 1.000000028736679036e+00
-4.271999999999152351e+03 9.999999603999573106e-01 9.999999455156169947e-01 1.000000081490187265e+00 1.000000043152068807e+00
-4.270399999999151987e+03 9.999999809566354481e-01 9.999999308966796008e-01 1.000000067504680956e+00 1.000000040273745894e+00
-4.268799999999151623e+03 9.999999958162262281e-01 9.999999110998538665e-01 1.000000023181442099e+00 1.000000039391055084e+00
-4.267199999999151260e+03 1.000000015740458492e+00 9.999999000821865325e-01 9.999999600868682004e-01 1.000000044368319685e+00
-4.265599999999150896e+03 1.000000054421691376e+00 9.999999066078401055e-01 9.999999020619355639e-01 1.000000056359079625e+00
-4.263999999999150532e+03 1.000000095721374604e+00 9.999999285116735193e-01 9.999998659595534800e-01 1.000000064324326310e+00
-4.262399999999150168e+03 1.000000125129055784e+00 9.999999513096418102e-01 9.999998547979525032e-01 1.000000069878762110e+00
-4.260799999999149804e+03 1.000000115948549428e+00 9.999999680727937879e-01 9.999998555416660384e-01 1.000000068782080476e+00
-4.259199999999149441e+03 1.000000073183664684e+00 9.999999975570857957e-01 9.999998695198067944e-01 1.000000058056011554e+00
-4.257599999999149077e+03 1.000000020339378848e+00 1.000000037057476421e+00 9.999999026453001427e-01 1.000000043005064843e+00
-4.255999999999148713e+03 9.999999914809313273e-01 1.000000072924714045e+00 9.999999544442812471e-01 1.000000029284695779e+00
-4.254399999999148349e+03 9.999999969497573860e-01 1.000000092446326372e+00 9.999999942178666723e-01 1.000000027838039873e+00
-4.252799999999147985e+03 1.000000031203224227e+00 1.000000094589606814e+00 1.000000007818757419e+00 1.000000030192344624e+00
-4.251199999999147622e+03 1.000000068163663824e+00 1.000000087981641972e+00 1.000000007433089921e+00 1.000000037826086707e+00
-4.249599999999147258e+03 1.000000051958110481e+00 1.000000063596891531e+00 9.999999886148868145e-01 1.000000051346625840e+00
-4.247999999999146894e+03 9.999999842604655464e-01 1.000000032895570712e+00 9.999999462952714468e-01 1.000000065873797084e+00
-4.246399999999146530e+03 9.999999187726740235e-01 1.000000008335415469e+00 9.999999178356070439e-01 1.000000078772327106e+00
-4.244799999999146166e+03 9.999999144111698657e-01 1.000000000510841813e+00 9.999999318314773955e-01 1.000000078184069441e+00
-4.243199999999145803e+03 9.999999690819744158e-01 1.000000015146218946e+00 9.999999687044232033e-01 1.000000070937101970e+00
-4.241599999999145439e+03 1.000000042920833110e+00 1.000000036679916438e+00 1.000000012697624063e+00 1.000000055531399035e+00
-4.239999999999145075e+03 1.000000089988281937e+00 1.000000054802493654e+00 1.000000031559455049e+00 1.000000046769228268e+00
-4.238399999999144711e+03 1.000000081497813831e+00 1.000000057874323778e+00 1.000000019398437967e+00 1.000000055419176803e+00
-4.236799999999144347e+03 1.000000044452453052e+00 1.000000053418756529e+00 1.000000008200447210e+00 1.000000069047090268e+00
-4.235199999999143984e+03 9.999999881982031269e-01 1.000000065145142836e+00 1.000000015006947685e+00 1.000000087941392612e+00
-4.233599999999143620e+03 9.999999318118343306e-01 1.000000092912478156e+00 1.000000032889382551e+00 1.000000090491032001e+00
-4.231999999999143256e+03 9.999999055685450111e-01 1.000000126738618045e+00 1.000000056073380827e+00 1.000000093435909676e+00
-4.230399999999142892e+03 9.999999095578644415e-01 1.000000156572055321e+00 1.000000066633540463e+00 1.000000094460798961e+00
-4.228799999999142528e+03 9.999999253126798937e-01 1.000000164085225629e+00 1.000000048876543479e+00 1.000000085832715158e+00
-4.227199999999142165e+03 9.999999412255662357e-01 1.000000146338249962e+00 1.000000002222745099e+00 1.000000059968911170e+00
-4.225599999999141801e+03 9.999999607361859111e-01 1.000000118868589194e+00 9.999999733327677998e-01 1.000000024412685873e+00
-4.223999999999141437e+03 9.999999674090100932e-01 1.000000094820569174e+00 9.999999835186904606e-01 1.000000002053671011e+00
-4.222399999999141073e+03 9.999999460930811823e-01 1.000000064104630493e+00 1.000000006002413233e+00 9.999999891731470303e-01
-4.220799999999140709e+03 9.999999203899211375e-01 1.000000035513841867e+00 1.000000022116938281e+00 9.999999860301039822e-01
-4.219199999999140346e+03 9.999999109687753851e-01 1.000000019728177758e+00 1.000000043219279489e+00 9.999999832609326456e-01
-4.217599999999139982e+03 9.999999255373831497e-01 1.000000009798038603e+00 1.000000072816694230e+00 9.999999855248103975e-01
-4.215999999999139618e+03 9.999999426412609083e-01 9.999999919954041250e-01 1.000000087562585849e+00 9.999999910529017155e-01
-4.214399999999139254e+03 9.999999589899521979e-01 9.999999819681243407e-01 1.000000081875336955e+00 1.000000000972171454e+00
-4.212799999999138890e+03 9.999999475506037294e-01 9.999999981942909733e-01 1.000000074013040585e+00 1.000000014779143021e+00
-4.211199999999138527e+03 9.999999261518970339e-01 1.000000044975495772e+00 1.000000066009559152e+00 1.000000036265469294e+00
-4.209599999999138163e+03 9.999999305463442845e-01 1.000000096653603787e+00 1.000000052501100134e+00 1.000000073098872289e+00
-4.207999999999137799e+03 9.999999732280200337e-01 1.000000129508879398e+00 1.000000021122798621e+00 1.000000097547094180e+00
-4.206399999999137435e+03 1.000000031595923655e+00 1.000000128521433274e+00 9.999999633634565344e-01 1.000000087905994484e+00
-4.204799999999137071e+03 1.000000087679815186e+00 1.000000089788662505e+00 9.999998968599954630e-01 1.000000053446506554e+00
-4.203199999999136708e+03 1.000000141073689619e+00 1.000000034362137580e+00 9.999998603889774795e-01 1.000000032102791092e+00
-4.201599999999136344e+03 1.000000164642531830e+00 9.999999854912743347e-01 9.999998654425932276e-01 1.000000039074658620e+00
-4.199999999999135980e+03 1.000000165886994141e+00 9.999999585583022599e-01 9.999998704851080777e-01 1.000000056151172600e+00
-4.198399999999135616e+03 1.000000158200749389e+00 9.999999465083991845e-01 9.999998445876789877e-01 1.000000068311262647e+00
-4.196799999999135252e+03 1.000000169552821561e+00 9.999999315474065176e-01 9.999997973262348960e-01 1.000000077937766241e+00
-4.195199999999134889e+03 1.000000187058258660e+00 9.999999144223316039e-01 9.999997557161981465e-01 1.000000105538620510e+00
-4.193599999999134525e+03 1.000000178588591915e+00 9.999998893745694062e-01 9.999997396403275118e-01 1.000000148504801789e+00
-4.191999999999134161e+03 1.000000133766534738e+00 9.999998663693705492e-01 9.999997376550080475e-01 1.000000181163562152e+00
-4.190399999999133797e+03 1.000000052979832299e+00 9.999998521788744377e-01 9.999997468521626409e-01 1.000000179724866545e+00
-4.188799999999133433e+03 9.999999759975060076e-01 9.999998462976422697e-01 9.999997673923637365e-01 1.000000131709922302e+00
-4.187199999999133070e+03 9.999999215281059062e-01 9.999998578939878202e-01 9.999998055478596104e-01 1.000000086796386300e+00
-4.185599999999132706e+03 9.999998944252773692e-01 9.999998788309857334e-01 9.999998713619324686e-01 1.000000050771354898e+00
-4.183999999999132342e+03 9.999999066228810740e-01 9.999999010553944911e-01 9.999999505226643270e-01 1.000000026069920001e+00
-4.182399999999131978e+03 9.999999323850246036e-01 9.999999137968580420e-01 1.000000013728318704e+00 9.999999898208942195e-01
-4.180799999999131614e+03 9.999999308416726018e-01 9.999999129588064140e-01 1.000000040950418612e+00 9.999999503048481175e-01
-4.179199999999131251e+03 9.999999059341818652e-01 9.999999087109088247e-01 1.000000015341358406e+00 9.999999172368186917e-01
-4.177599999999130887e+03 9.999998926321039816e-01 9.999999075693242201e-01 9.999999678952125048e-01 9.999998875921923824e-01
-4.175999999999130523e+03 9.999999117592792697e-01 9.999999307778527635e-01 9.999999377251759247e-01 9.999998853265656962e-01
-4.174399999999130159e+03 9.999999571112636598e-01 9.999999718870663523e-01 9.999999486269831594e-01 9.999999082059393141e-01
-4.172799999999129795e+03 1.000000006855152224e+00 1.000000010280419405e+00 9.999999787953930408e-01 9.999999454740472471e-01
-4.171199999999129432e+03 1.000000021725240495e+00 1.000000047092939770e+00 9.999999899232496769e-01 9.999999658125281465e-01
-4.169599999999129068e+03 1.000000016322819318e+00 1.000000084877436191e+00 9.999999771872365439e-01 9.999999666368004636e-01
-4.167999999999128704e+03 1.000000010156154584e+00 1.000000110412859966e+00 9.999999601195078691e-01 9.999999461708829473e-01
-4.166399999999128340e+03 1.000000017761078830e+00 1.000000100295709293e+00 9.999999473872791533e-01 9.999999027100869853e-01
-4.164799999999127976e+03 1.000000030962667319e+00 1.000000053371910447e+00 9.999999392640570584e-01 9.999998588887889506e-01
-4.163199999999127613e+03 1.000000032578601150e+00 9.999999909161123579e-01 9.999999262718991533e-01 9.999998362590450940e-01
-4.161599999999127249e+03 1.000000028227340909e+00 9.999999314050502797e-01 9.999999152397156532e-01 9.999998448819601427e-01
-4.159999999999126885e+03 1.000000012512201497e+00 9.999998945549715135e-01 9.999999272000220651e-01 9.999998589146029682e-01
-4.158399999999126521e+03 9.999999922583227008e-01 9.999998848117700456e-01 9.999999699608257409e-01 9.999998667571718958e-01
-4.156799999999126157e+03 9.999999706247512110e-01 9.999998918883892252e-01 1.000000027999383478e+00 9.999998697702811024e-01
-4.155199999999125794e+03 9.999999814910746077e-01 9.999999157088885759e-01 1.000000066409893584e+00 9.999998895646822206e-01
-4.153599999999125430e+03 1.000000032177068565e+00 9.999999223502678003e-01 1.000000074172977094e+00 9.999999244942681109e-01
-4.151999999999125066e+03 1.000000095724050020e+00 9.999999019221830210e-01 1.000000040472709628e+00 9.999999496361080542e-01
-4.150399999999124702e+03 1.000000123895000259e+00 9.999998787431014780e-01 9.999999882780683524e-01 9.999999459340852548e-01
-4.148799999999124339e+03 1.000000106445060544e+00 9.999998834451818697e-01 9.999999461078844520e-01 9.999999114309284787e-01
-4.147199999999123975e+03 1.000000076563892115e+00 9.999999075872094689e-01 9.999999283761566993e-01 9.999998668128377011e-01
-4.145599999999123611e+03 1.000000041618700930e+00 9.999999272370213577e-01 9.999999440174133225e-01 9.999998307348269000e-01
-4.143999999999123247e+03 1.000000007915105238e+00 9.999999470229420373e-01 9.999999559124452819e-01 9.999998221727208758e-01
-4.142399999999122883e+03 9.999999796821344988e-01 9.999999740614942123e-01 9.999999514483196572e-01 9.999998553937865520e-01
-4.140799999999122520e+03 9.999999686859941672e-01 1.000000000278805645e+00 9.999999448711071048e-01 9.999999022187674447e-01
-4.139199999999122156e+03 9.999999545505217080e-01 1.000000023427360496e+00 9.999999531988978951e-01 9.999999392481854210e-01
-4.137599999999121792e+03 9.999999292480528101e-01 1.000000029906422006e+00 9.999999720742576148e-01 9.999999455658489245e-01
-4.135999999999121428e+03 9.999999063379370057e-01 1.000000016339047892e+00 9.999999769075688105e-01 9.999999263789993709e-01
-4.134399999999121064e+03 9.999999066934601721e-01 1.000000004788690333e+00 9.999999651906770204e-01 9.999998985198719215e-01
-4.132799999999120701e+03 9.999999311619758302e-01 1.000000006906251793e+00 9.999999398902913450e-01 9.999998729552764809e-01
-4.131199999999120337e+03 9.999999732054976054e-01 1.000000022409025524e+00 9.999999281724188949e-01 9.999998588733634008e-01
-4.129599999999119973e+03 1.000000022876746941e+00 1.000000031402984435e+00 9.999999339980505386e-01 9.999998471397208988e-01
-4.127999999999119609e+03 1.000000029820161229e+00 1.000000038343431985e+00 9.999999285457599196e-01 9.999998449334102091e-01
-4.126399999999119245e+03 9.999999949426516821e-01 1.000000048736338742e+00 9.999999115577804520e-01 9.999998364383424487e-01
-4.124799999999118882e+03 9.999999624824742472e-01 1.000000056200087695e+00 9.999998966045692272e-01 9.999998223182954282e-01
-4.123199999999118518e+03 9.999999354489090830e-01 1.000000059829973420e+00 9.999998878423584925e-01 9.999998065630268940e-01
-4.121599999999118154e+03 9.999999353742736741e-01 1.000000064234680019e+00 9.999998703730214045e-01 9.999997862124568870e-01
-4.119999999999117790e+03 9.999999747592021038e-01 1.000000068253908525e+00 9.999998432675103466e-01 9.999997790806001152e-01
-4.118399999999117426e+03 1.000000055020954459e+00 1.000000058382453094e+00 9.999998304781806402e-01 9.999998006737698120e-01
-4.116799999999117063e+03 1.000000115491475494e+00 1.000000036789808089e+00 9.999998359466006903e-01 9.999998436916084366e-01
-4.115199999999116699e+03 1.000000127242257397e+00 1.000000018679495506e+00 9.999998626749336816e-01 9.999998626826489545e-01
-4.113599999999116335e+03 1.000000108944448574e+00 9.999999909099884787e-01 9.999998960091794897e-01 9.999998525637445734e-01
-4.111999999999115971e+03 1.000000095934345135e+00 9.999999435861571806e-01 9.999999204818805776e-01 9.999998339937115066e-01
-4.110399999999115607e+03 1.000000110065719428e+00 9.999998830995507904e-01 9.999999394286714915e-01 9.999998258453042244e-01
-4.108799999999115244e+03 1.000000133446022677e+00 9.999998243658257957e-01 9.999999493874397460e-01 9.999998244094859823e-01
-4.107199999999114880e+03 1.000000167613471769e+00 9.999997855323015106e-01 9.999999702325197415e-01 9.999998365722970739e-01
-4.105599999999114516e+03 1.000000190883246987e+00 9.999997690671937889e-01 9.999999935713858035e-01 9.999998677152460713e-01
-4.103999999999114152e+03 1.000000196863190416e+00 9.999997770608023417e-01 1.000000010726788569e+00 9.999999087014084242e-01
-4.102399999999113788e+03 1.000000169896913649e+00 9.999998018201898820e-01 1.000000022233555663e+00 9.999999493856672750e-01
-4.100799999999113425e+03 1.000000121038527201e+00 9.999998314775402353e-01 1.000000040353624442e+00 9.999999681976146082e-01
-4.099199999999113061e+03 1.000000094332222256e+00 9.999998636431463028e-01 1.000000050245015037e+00 9.999999697562935719e-01
-4.097599999999112697e+03 1.000000103382611583e+00 9.999998922393467105e-01 1.000000036706192308e+00 9.999999634396247172e-01
-4.095999999999112333e+03 1.000000135992317185e+00 9.999999274840192243e-01 1.000000016288875582e+00 9.999999752252214380e-01
-4.094399999999111969e+03 1.000000146015136426e+00 9.999999753891808396e-01 1.000000015894472405e+00 1.000000003573070728e+00
-4.092799999999111606e+03 1.000000134383371542e+00 1.000000021421350471e+00 1.000000026263125008e+00 1.000000025758567057e+00
-4.091199999999111242e+03 1.000000096875804267e+00 1.000000054418183959e+00 1.000000034811540761e+00 1.000000041253134020e+00
-4.089599999999110878e+03 1.000000045714207531e+00 1.000000052083179325e+00 1.000000054574712305e+00 1.000000034280286831e+00
-4.087999999999110514e+03 1.000000022978805525e+00 1.000000022318689563e+00 1.000000079464132607e+00 1.000000022426656976e+00
-4.086399999999110150e+03 1.000000036394667058e+00 9.999999778650682236e-01 1.000000075541581435e+00 1.000000024345081506e+00
-4.084799999999109787e+03 1.000000062433937131e+00 9.999999269834857207e-01 1.000000052757453517e+00 1.000000046313454849e+00
-4.083199999999109423e+03 1.000000058572571238e+00 9.999999007087375658e-01 1.000000027403047165e+00 1.000000081708223743e+00
-4.081599999999109059e+03 1.000000033038024538e+00 9.999999033684009442e-01 9.999999961379805180e-01 1.000000101043351908e+00
-4.079999999999108695e+03 1.000000025150422411e+00 9.999999155361027903e-01 9.999999535002319639e-01 1.000000101758138138e+00
-4.078399999999108331e+03 1.000000059095123017e+00 9.999999192148003591e-01 9.999999077043177920e-01 1.000000087374232738e+00
-4.076799999999107968e+03 1.000000112965258037e+00 9.999999185131326351e-01 9.999998772559983706e-01 1.000000074957765994e+00
-4.075199999999107604e+03 1.000000123827800680e+00 9.999999176767533360e-01 9.999998672232099928e-01 1.000000070358254556e+00
-4.073599999999107240e+03 1.000000079042260515e+00 9.999999080978578814e-01 9.999998812292318906e-01 1.000000088593329117e+00
-4.071999999999106876e+03 9.999999949604662097e-01 9.999999002044217544e-01 9.999999353163838700e-01 1.000000126151733504e+00
-4.070399999999106512e+03 9.999999319970084288e-01 9.999998933330402906e-01 1.000000025185526553e+00 1.000000162537991510e+00
-4.068799999999106149e+03 9.999998961360132554e-01 9.999998843690049988e-01 1.000000117492019225e+00 1.000000186027394378e+00
-4.067199999999105785e+03 9.999998729883015081e-01 9.999998761645296774e-01 1.000000165526952811e+00 1.000000181991538728e+00
-4.065599999999105421e+03 9.999998670717649141e-01 9.999998685504178919e-01 1.000000159623561258e+00 1.000000173937410031e+00
-4.063999999999105057e+03 9.999998783858006224e-01 9.999998662743589950e-01 1.000000099645299345e+00 1.000000168729265004e+00
-4.062399999999104693e+03 9.999998969175881713e-01 9.999998767626148144e-01 1.000000014890225719e+00 1.000000168510499776e+00
-4.060799999999104330e+03 9.999998983008338005e-01 9.999999056100551398e-01 9.999999443268712263e-01 1.000000162365702883e+00
-4.059199999999103966e+03 9.999998987188899457e-01 9.999999456268777731e-01 9.999998981124977870e-01 1.000000159378030551e+00
-4.057599999999103602e+03 9.999999083994640658e-01 9.999999719410050947e-01 9.999998850081079915e-01 1.000000164047799123e+00
-4.055999999999103238e+03 9.999999199400231298e-01 9.999999711825617865e-01 9.999998891058945460e-01 1.000000160732651855e+00
-4.054399999999102874e+03 9.999999143033747595e-01 9.999999538351290740e-01 9.999998957129161425e-01 1.000000157495059216e+00
-4.052799999999102511e+03 9.999999060165802867e-01 9.999999385941095165e-01 9.999999106254942038e-01 1.000000160680049266e+00
-4.051199999999102147e+03 9.999999090507374344e-01 9.999999410031543690e-01 9.999999511808892461e-01 1.000000181147013611e+00
-4.049599999999101783e+03 9.999998973510622058e-01 9.999999504373539017e-01 9.999999987680279201e-01 1.000000212674615474e+00
-4.047999999999101419e+03 9.999998773175368116e-01 9.999999612108179115e-01 1.000000016338316255e+00 1.000000237685749305e+00
-4.046399999999101055e+03 9.999998718122563579e-01 9.999999743219442072e-01 1.000000027730808094e+00 1.000000248479941289e+00
-4.044799999999100692e+03 9.999998912537617635e-01 9.999999966319569333e-01 1.000000042097555220e+00 1.000000241327465789e+00
-4.043199999999100328e+03 9.999999218227826336e-01 1.000000038216496634e+00 1.000000028683842634e+00 1.000000232510448006e+00
-4.041599999999099964e+03 9.999999540059090197e-01 1.000000080633470789e+00 9.999999963583366958e-01 1.000000222658556925e+00
-4.039999999999099600e+03 9.999999905133190037e-01 1.000000126504745346e+00 9.999999828172028149e-01 1.000000228286916704e+00
-4.038399999999099236e+03 1.000000003318259889e+00 1.000000183271253063e+00 9.999999901799384583e-01 1.000000244605995015e+00
-4.036799999999098873e+03 9.999999765791784956e-01 1.000000242485650892e+00 9.999999976776912103e-01 1.000000235532182202e+00
-4.035199999999098509e+03 9.999999332775908467e-01 1.000000288423221528e+00 9.999999862356327984e-01 1.000000194484457428e+00
-4.033599999999098145e+03 9.999999137294408591e-01 1.000000302367679783e+00 9.999999529017555844e-01 1.000000127835962482e+00
-4.031999999999097781e+03 9.999999173768694405e-01 1.000000289886356475e+00 9.999999154951755287e-01 1.000000067841450901e+00
-4.030399999999097417e+03 9.999999225238238587e-01 1.000000260848919797e+00 9.999999008763145181e-01 1.000000033031807956e+00
-4.028799999999097054e+03 9.999999391176421781e-01 1.000000221049691218e+00 9.999999203814919913e-01 1.000000030246188887e+00
-4.027199999999096690e+03 9.999999605541199932e-01 1.000000181708000424e+00 9.999999563663195534e-01 1.000000040405208290e+00
-4.025599999999096326e+03 9.999999649565495252e-01 1.000000149944517247e+00 1.000000000596441563e+00 1.000000041194251121e+00
-4.023999999999095962e+03 9.999999436722220025e-01 1.000000128566027824e+00 1.000000038883606779e+00 1.000000036607113563e+00
-4.022399999999095598e+03 9.999999236153713777e-01 1.000000104078970331e+00 1.000000048952897735e+00 1.000000037522447593e+00
-4.020799999999095235e+03 9.999999425258654373e-01 1.000000076455819453e+00 1.000000051420919744e+00 1.000000062572887094e+00
-4.019199999999094871e+03 9.999999986407666075e-01 1.000000060359732768e+00 1.000000064404249711e+00 1.000000096229018975e+00
-4.017599999999094507e+03 1.000000065326509979e+00 1.000000060882525910e+00 1.000000083076914015e+00 1.000000114561696796e+00
-4.015999999999094143e+03 1.000000088945363297e+00 1.000000065212812483e+00 1.000000099412010179e+00 1.000000100686415205e+00
